batch_size,no_nodes,look_back,theta,kernel_size,filters,padding,acc,auc,return
8,30,1,0,4,8,same,0.5792584631918324,0.877752423286438,3.1591601313794664
8,30,1,0.1,4,8,same,0.5792584631918324,0.877752423286438,2.5178264929076972
8,30,1,0.2,4,8,same,0.5792584631918324,0.877752423286438,2.2178279453857095
8,30,1,0,4,32,same,0.5330467490596453,0.8844408988952637,2.3764974193991537
8,30,1,0.1,4,32,same,0.5330467490596453,0.8844408988952637,2.5601941611314
8,30,1,0.2,4,32,same,0.5330467490596453,0.8844408988952637,2.456497616826301
8,30,1,0,4,48,same,0.5518538420204191,0.8939613699913025,2.4937621702726003
8,30,1,0.1,4,48,same,0.5518538420204191,0.8939613699913025,2.1550642598170135
8,30,1,0.2,4,48,same,0.5518538420204191,0.8939613699913025,0.987065223214054
8,30,1,0,8,8,same,0.5255239118753359,0.8740824460983276,1.6339039035094627
8,30,1,0.1,8,8,same,0.5255239118753359,0.8740824460983276,1.631284172690271
8,30,1,0.2,8,8,same,0.5255239118753359,0.8740824460983276,1.5683736453815982
8,30,1,0,8,32,same,0.5577646426652337,0.8934751152992249,2.5112508299039846
8,30,1,0.1,8,32,same,0.5577646426652337,0.8934751152992249,2.0701065258357554
8,30,1,0.2,8,32,same,0.5577646426652337,0.8934751152992249,2.0262303381214095
8,30,1,0,8,48,same,0.570123589468028,0.8865072727203369,4.014506755376501
8,30,1,0.1,8,48,same,0.570123589468028,0.8865072727203369,3.8600301073005823
8,30,1,0.2,8,48,same,0.570123589468028,0.8865072727203369,3.0613140392354237
8,30,1,0,16,8,same,0.5432563138097797,0.8756129145622253,2.005096764094701
8,30,1,0.1,16,8,same,0.5432563138097797,0.8756129145622253,1.8852841070814634
8,30,1,0.2,16,8,same,0.5432563138097797,0.8756129145622253,1.7580146241559829
8,30,1,0,16,32,same,0.552928533046749,0.8899134397506714,2.667120548192866
8,30,1,0.1,16,32,same,0.552928533046749,0.8899134397506714,2.576356256864505
8,30,1,0.2,16,32,same,0.552928533046749,0.8899134397506714,2.441027720137513
8,30,1,0,16,48,same,0.5577646426652337,0.8862358331680298,3.7138012146679125
8,30,1,0.1,16,48,same,0.5577646426652337,0.8862358331680298,3.3541238196271537
8,30,1,0.2,16,48,same,0.5577646426652337,0.8862358331680298,2.880208141775526
8,30,1,0,24,8,same,0.5325094035464804,0.8770882487297058,1.9673411273537273
8,30,1,0.1,24,8,same,0.5325094035464804,0.8770882487297058,1.89399136646542
8,30,1,0.2,24,8,same,0.5325094035464804,0.8770882487297058,1.8057087019315734
8,30,1,0,24,32,same,0.5776464266523375,0.8747179508209229,3.67789146559515
8,30,1,0.1,24,32,same,0.5776464266523375,0.8747179508209229,3.5740706310888313
8,30,1,0.2,24,32,same,0.5776464266523375,0.8747179508209229,2.9302811065558543
8,30,1,0,24,48,same,0.5900053734551316,0.907389760017395,2.3174908450304272
8,30,1,0.1,24,48,same,0.5900053734551316,0.907389760017395,1.985167966544416
8,30,1,0.2,24,48,same,0.5900053734551316,0.907389760017395,1.7976944081741004
8,30,6,0,4,8,same,0.8529094827586207,0.9665705561637878,27.920675511663745
8,30,6,0.1,4,8,same,0.8529094827586207,0.9665705561637878,27.24078382754353
8,30,6,0.2,4,8,same,0.8529094827586207,0.9665705561637878,26.07900610521905
8,30,6,0,4,8,valid,0.6869612068965517,0.9338123202323914,2.9695144769350774
8,30,6,0.1,4,8,valid,0.6869612068965517,0.9338123202323914,2.9006054008102926
8,30,6,0.2,4,8,valid,0.6869612068965517,0.9338123202323914,2.787126237591893
8,30,6,0,4,32,same,0.8620689655172413,0.9744654893875122,23.44966134644438
8,30,6,0.1,4,32,same,0.8620689655172413,0.9744654893875122,22.535862459111
8,30,6,0.2,4,32,same,0.8620689655172413,0.9744654893875122,20.422449558393755
8,30,6,0,4,32,valid,0.521551724137931,0.9319018721580505,0.7347975831063709
8,30,6,0.1,4,32,valid,0.521551724137931,0.9319018721580505,0.7525619911490259
8,30,6,0.2,4,32,valid,0.521551724137931,0.9319018721580505,0.7650508429641076
8,30,6,0,4,48,same,0.7963362068965517,0.9681944251060486,12.164253323562429
8,30,6,0.1,4,48,same,0.7963362068965517,0.9681944251060486,12.200370225690119
8,30,6,0.2,4,48,same,0.7963362068965517,0.9681944251060486,12.246517405091247
8,30,6,0,4,48,valid,0.5711206896551724,0.9599915742874146,2.4552375918315907
8,30,6,0.1,4,48,valid,0.5711206896551724,0.9599915742874146,2.4972326207781013
8,30,6,0.2,4,48,valid,0.5711206896551724,0.9599915742874146,2.4905953917628194
8,30,6,0,8,8,same,0.8615301724137931,0.9682619571685791,21.013718610017875
8,30,6,0.1,8,8,same,0.8615301724137931,0.9682619571685791,19.824361863734875
8,30,6,0.2,8,8,same,0.8615301724137931,0.9682619571685791,18.536489545587067
8,30,6,0,8,32,same,0.7974137931034483,0.9620032906532288,10.826468106301
8,30,6,0.1,8,32,same,0.7974137931034483,0.9620032906532288,10.556668934931977
8,30,6,0.2,8,32,same,0.7974137931034483,0.9620032906532288,9.854592027806655
8,30,6,0,8,48,same,0.8189655172413793,0.9702534675598145,18.148824781135435
8,30,6,0.1,8,48,same,0.8189655172413793,0.9702534675598145,17.422538808780782
8,30,6,0.2,8,48,same,0.8189655172413793,0.9702534675598145,16.213853325650124
8,30,6,0,16,8,same,0.8297413793103449,0.9624096155166626,23.794981508133723
8,30,6,0.1,16,8,same,0.8297413793103449,0.9624096155166626,22.730954238238812
8,30,6,0.2,16,8,same,0.8297413793103449,0.9624096155166626,21.587206365045144
8,30,6,0,16,32,same,0.7160560344827587,0.963544487953186,3.594076361260209
8,30,6,0.1,16,32,same,0.7160560344827587,0.963544487953186,3.4350516148709183
8,30,6,0.2,16,32,same,0.7160560344827587,0.963544487953186,3.269041997129619
8,30,6,0,16,48,same,0.8265086206896551,0.9678882956504822,16.673285475772364
8,30,6,0.1,16,48,same,0.8265086206896551,0.9678882956504822,15.413176063966429
8,30,6,0.2,16,48,same,0.8265086206896551,0.9678882956504822,14.213681799612072
8,30,6,0,24,8,same,0.8577586206896551,0.9702448844909668,30.30304415758044
8,30,6,0.1,24,8,same,0.8577586206896551,0.9702448844909668,29.02665524217759
8,30,6,0.2,24,8,same,0.8577586206896551,0.9702448844909668,27.174415398884566
8,30,6,0,24,32,same,0.8523706896551724,0.9715973138809204,17.503791388690868
8,30,6,0.1,24,32,same,0.8523706896551724,0.9715973138809204,16.526760004259607
8,30,6,0.2,24,32,same,0.8523706896551724,0.9715973138809204,16.125474415947462
8,30,6,0,24,48,same,0.8464439655172413,0.9692872166633606,18.86782986449364
8,30,6,0.1,24,48,same,0.8464439655172413,0.9692872166633606,17.884800861215552
8,30,6,0.2,24,48,same,0.8464439655172413,0.9692872166633606,16.915078460179778
8,30,12,0,4,8,same,0.8881081081081081,0.9701505303382874,31.181780254748013
8,30,12,0.1,4,8,same,0.8881081081081081,0.9701505303382874,30.320469929618117
8,30,12,0.2,4,8,same,0.8881081081081081,0.9701505303382874,29.139928934578883
8,30,12,0,4,8,valid,0.4697297297297297,0.5270106792449951,1.0
8,30,12,0.1,4,8,valid,0.4697297297297297,0.5270106792449951,1.0
8,30,12,0.2,4,8,valid,0.4697297297297297,0.5270106792449951,1.0
8,30,12,0,4,32,same,0.8513513513513513,0.9743718504905701,19.149551693286515
8,30,12,0.1,4,32,same,0.8513513513513513,0.9743718504905701,18.865260972733008
8,30,12,0.2,4,32,same,0.8513513513513513,0.9743718504905701,18.112781506250716
8,30,12,0,4,32,valid,0.6551351351351351,0.9759364724159241,2.164757306855602
8,30,12,0.1,4,32,valid,0.6551351351351351,0.9759364724159241,2.5222174097300347
8,30,12,0.2,4,32,valid,0.6551351351351351,0.9759364724159241,2.506154631756912
8,30,12,0,4,48,same,0.8297297297297297,0.9768276214599609,23.225653133447093
8,30,12,0.1,4,48,same,0.8297297297297297,0.9768276214599609,23.103192771312
8,30,12,0.2,4,48,same,0.8297297297297297,0.9768276214599609,22.151238076886063
8,30,12,0,4,48,valid,0.6264864864864865,0.9636496305465698,2.7384423120823866
8,30,12,0.1,4,48,valid,0.6264864864864865,0.9636496305465698,2.6660721258230464
8,30,12,0.2,4,48,valid,0.6264864864864865,0.9636496305465698,2.6113606186571516
8,30,12,0,8,8,same,0.8621621621621621,0.9708806872367859,24.02053746583883
8,30,12,0.1,8,8,same,0.8621621621621621,0.9708806872367859,24.131467619414803
8,30,12,0.2,8,8,same,0.8621621621621621,0.9708806872367859,23.969043532276054
8,30,12,0,8,8,valid,0.6313513513513513,0.9353504180908203,2.6209053705053655
8,30,12,0.1,8,8,valid,0.6313513513513513,0.9353504180908203,2.5548927254229064
8,30,12,0.2,8,8,valid,0.6313513513513513,0.9353504180908203,2.5356358054481163
8,30,12,0,8,32,same,0.8454054054054054,0.97260582447052,25.627406582493933
8,30,12,0.1,8,32,same,0.8454054054054054,0.97260582447052,25.289435223360798
8,30,12,0.2,8,32,same,0.8454054054054054,0.97260582447052,24.792745574036648
8,30,12,0,8,32,valid,0.6427027027027027,0.9378282427787781,2.3506754742422835
8,30,12,0.1,8,32,valid,0.6427027027027027,0.9378282427787781,2.3069899169406742
8,30,12,0.2,8,32,valid,0.6427027027027027,0.9378282427787781,2.235733442890877
8,30,12,0,8,48,same,0.8756756756756757,0.9716014862060547,30.131101592082313
8,30,12,0.1,8,48,same,0.8756756756756757,0.9716014862060547,29.57636779713044
8,30,12,0.2,8,48,same,0.8756756756756757,0.9716014862060547,28.63614792072072
8,30,12,0,8,48,valid,0.6297297297297297,0.9497030377388,2.0708202419572097
8,30,12,0.1,8,48,valid,0.6297297297297297,0.9497030377388,2.0766247630343915
8,30,12,0.2,8,48,valid,0.6297297297297297,0.9497030377388,1.9405958906970113
8,30,12,0,16,8,same,0.9297297297297298,0.9682857394218445,40.08278977791794
8,30,12,0.1,16,8,same,0.9297297297297298,0.9682857394218445,39.396110765061536
8,30,12,0.2,16,8,same,0.9297297297297298,0.9682857394218445,38.85383586154528
8,30,12,0,16,32,same,0.7978378378378378,0.9703413248062134,11.82693748841183
8,30,12,0.1,16,32,same,0.7978378378378378,0.9703413248062134,10.851830920326297
8,30,12,0.2,16,32,same,0.7978378378378378,0.9703413248062134,9.553052380729369
8,30,12,0,16,48,same,0.8497297297297297,0.9688885807991028,25.565884656460373
8,30,12,0.1,16,48,same,0.8497297297297297,0.9688885807991028,25.494115514477883
8,30,12,0.2,16,48,same,0.8497297297297297,0.9688885807991028,25.16846014088466
8,30,12,0,24,8,same,0.8572972972972973,0.9550655484199524,31.73814354473565
8,30,12,0.1,24,8,same,0.8572972972972973,0.9550655484199524,30.86155305754611
8,30,12,0.2,24,8,same,0.8572972972972973,0.9550655484199524,30.751649255780695
8,30,12,0,24,32,same,0.867027027027027,0.9654101729393005,28.279533028229146
8,30,12,0.1,24,32,same,0.867027027027027,0.9654101729393005,28.03617514154237
8,30,12,0.2,24,32,same,0.867027027027027,0.9654101729393005,27.33670688680738
8,30,12,0,24,48,same,0.9205405405405406,0.9683555364608765,36.165743983467706
8,30,12,0.1,24,48,same,0.9205405405405406,0.9683555364608765,35.56416146108677
8,30,12,0.2,24,48,same,0.9205405405405406,0.9683555364608765,33.24100156252645
8,30,24,0,4,8,same,0.8351468988030468,0.9561939239501953,23.38981031236957
8,30,24,0.1,4,8,same,0.8351468988030468,0.9561939239501953,23.58543316745231
8,30,24,0.2,4,8,same,0.8351468988030468,0.9561939239501953,22.721263808674387
8,30,24,0,4,8,valid,0.70620239390642,0.9346145391464233,3.983340617244104
8,30,24,0.1,4,8,valid,0.70620239390642,0.9346145391464233,3.892627849845339
8,30,24,0.2,4,8,valid,0.70620239390642,0.9346145391464233,3.729942491535305
8,30,24,0,4,32,same,0.8405875952121872,0.9716023802757263,24.188292720675648
8,30,24,0.1,4,32,same,0.8405875952121872,0.9716023802757263,23.43803873876976
8,30,24,0.2,4,32,same,0.8405875952121872,0.9716023802757263,21.428957789979854
8,30,24,0,4,32,valid,0.6099020674646355,0.9490026235580444,2.9069307295618048
8,30,24,0.1,4,32,valid,0.6099020674646355,0.9490026235580444,2.6733909047458138
8,30,24,0.2,4,32,valid,0.6099020674646355,0.9490026235580444,2.5353701240841793
